"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_il_6m","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m"
67338816,72140604,5000,5000,5000," 36 months",7.89,156.43,"owner-operator","10+ years","MORTGAGE",35000,"Verified","Dec-2015","Issued","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=67338816",NA,"major_purchase","Major purchase","166xx","PA",2.71,0,"Jan-2004",1,69,68,4,1,9820,72.2,12,"w",5000,5000,0,0,0,0,0,0,0,NA,0,"Jan-2016","Jan-2016",0,77,1,"INDIVIDUAL",NA,NA,NA,0,0,53626,0,0,0,0,82,0,NA,0,2,279,72.2,13600,1,0,1
8766093,10538123,3900,3900,3900," 36 months",12.99,131.39,"Wellness Coach","< 1 year","RENT",13000,"Source Verified","Nov-2013","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=8766093",NA,"credit_card","Credit Card Loan","958xx","CA",13.39,0,"Nov-2006",0,NA,NA,9,0,6883,29.5,21,"f",1355.77,1355.77,3284.45,3284.45,2544.23,740.22,0,0,0,"Dec-2015",131.39,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,43508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23300,NA,NA,NA
1476458,1734061,26325,26325,26300," 60 months",21.49,719.46,"Flemming Zulack Willamson Zauderer LLP","10+ years","RENT",66000,"Verified","Aug-2012","Charged Off","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1476458",NA,"debt_consolidation","Debt Consolidation/Medical Bills","080xx","NJ",14.97,0,"Apr-1990",2,NA,NA,12,0,14827,53.1,25,"f",0,0,9652.37,9643.23,1553.74,4412.15,0,3686.48,36.86479999,"Oct-2013",275.86,NA,"Jan-2014",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,91965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27900,NA,NA,NA
2295378,2727569,16800,16800,16800," 36 months",7.9,525.68,"L.A.co. Sheriff's Dept","5 years","MORTGAGE",80000,"Verified","Dec-2012","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2295378","  Borrower added on 11/29/12 > My loan is to consolidate all of my wife and my bills with a lower rate and only one loan payment.<br>","debt_consolidation","All together","923xx","CA",14.15,0,"Apr-1985",0,72,NA,10,0,12195,59.8,17,"f",0,0,18924.3289016,18924.33,16800,2124.33,0,0,0,"Dec-2015",525.52,NA,"Dec-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,322284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20400,NA,NA,NA
55148354,58719075,5000,5000,5000," 36 months",6.24,152.66,"Bartender","2 years","RENT",45000,"Source Verified","Jul-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=55148354",NA,"credit_card","Credit card refinancing","117xx","NY",22.33,0,"Oct-2005",0,NA,NA,6,0,5799,61.7,12,"w",4230.09,4230.09,912.49,912.49,769.91,142.58,0,0,0,"Jan-2016",152.66,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,40996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9400,NA,NA,NA
59112954,63000792,13275,13275,13275," 60 months",17.86,336.09,"Account manager","3 years","MORTGAGE",50000,"Source Verified","Sep-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=59112954",NA,"debt_consolidation","Debt consolidation","342xx","FL",30.51,0,"Apr-2007",0,NA,NA,11,0,12512,46.7,16,"w",12708.45,12708.45,1331.19,1331.19,566.55,764.64,0,0,0,"Jan-2016",336.09,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,197510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26800,NA,NA,NA
55949900,59611672,32875,32875,32875," 60 months",21.99,907.79,"Probation Officer ","10+ years","MORTGAGE",70000,"Source Verified","Jul-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=55949900",NA,"debt_consolidation","Debt consolidation","550xx","MN",33.91,0,"Dec-1993",0,NA,NA,21,0,56718,66.4,47,"w",31291.23,31291.23,4458.63,4458.63,1583.77,2874.86,0,0,0,"Jan-2016",907.79,"Jan-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,238521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85400,NA,NA,NA
6910062,8551989,2800,2800,2800," 36 months",11.55,92.4,"CNA","3 years","RENT",42500,"Source Verified","Sep-2013","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=6910062","  Borrower added on 08/27/13 > I currently have a loan with LC and have made good on all automatic payments since June of 2012. I wanted to reduce my payment and lower my APR. LC has dropped my payment to a more manageable amount and lowered my APR as well.<br>","debt_consolidation","Reduced Loan","921xx","CA",17.56,0,"Sep-2006",1,NA,NA,9,0,2704,16.7,15,"f",708.63,708.63,2586.55,2586.55,2091.37,495.18,0,0,0,"Jan-2016",92.4,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,127,17805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16200,NA,NA,NA
60901975,64943746,30000,30000,30000," 36 months",8.18,942.59,"Revenue Accounting Manager","2 years","OWN",110000,"Verified","Sep-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=60901975",NA,"credit_card","Credit card refinancing","951xx","CA",14.37,0,"Jun-2003",0,NA,NA,11,0,26596,63.9,23,"w",27770.61,27770.61,2848.21,2848.21,2229.39,618.82,0,0,0,"Jan-2016",942.59,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,501652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41600,NA,NA,NA
1337447,1582404,35000,35000,35000," 36 months",18.55,1275.02,"Los Angeles County Public Defender","4 years","RENT",1e+05,"Verified","Jun-2012","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1337447","  Borrower added on 06/10/12 > After an amazing transformation of my life, and accomplishing many once forgotten dreams, I am hoping to be able to finish the process with reconstructive surgery.<br>","medical","Medical expenses","913xx","CA",12.36,0,"May-2002",0,60,NA,9,0,15541,80.1,27,"f",0,0,45224.7497799,45224.75,35000,10224.75,0,0,0,"Oct-2014",10802.61,NA,"Nov-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19496509,21709257,27000,27000,27000," 36 months",7.12,835.17,"Network Analyst","2 years","MORTGAGE",92000,"Verified","Jul-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19496509",NA,"debt_consolidation","Debt consolidation","323xx","FL",10.64,0,"Feb-1998",0,48,NA,14,0,35514,29.7,29,"w",14217.97,14217.97,15033.06,15033.06,12782.03,2251.03,0,0,0,"Jan-2016",835.17,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,300133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119500,NA,NA,NA
8854761,10646890,14000,14000,13950," 36 months",11.99,464.94,"Commercial Banker","10+ years","MORTGAGE",125000,"Source Verified","Nov-2013","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=8854761",NA,"debt_consolidation","Stick to the Plan","440xx","OH",13.94,0,"Aug-1991",1,NA,NA,10,0,36559,80.5,20,"f",0,0,16307.9848208,16249.74,14000,2307.98,0,0,0,"Jan-2016",149.42,NA,"Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,329727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45400,NA,NA,NA
42315703,45292525,10800,10800,10800," 36 months",17.86,389.69," Teacher","10+ years","OWN",30000,"Source Verified","Mar-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=42315703",NA,"debt_consolidation","Debt consolidation","083xx","NJ",25.64,0,"Mar-2003",1,NA,NA,18,0,27574,48.5,28,"w",8612.42,8612.42,3496.49,3496.49,2187.58,1308.91,0,0,0,"Dec-2015",389.69,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,27574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56800,NA,NA,NA
26189324,28662172,20000,20000,20000," 36 months",12.99,673.79,"Network Security Engineer","2 years","RENT",85000,"Source Verified","Sep-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=26189324",NA,"credit_card","Credit card refinancing","060xx","CT",14.27,0,"Jun-2009",0,NA,NA,8,0,18668,95.7,12,"f",12058.25,12058.25,10780.64,10780.64,7941.75,2838.89,0,0,0,"Jan-2016",673.79,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,35980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19500,NA,NA,NA
59552543,63486307,7000,7000,7000," 36 months",9.99,225.84,"Instructor","8 years","RENT",48000,"Source Verified","Sep-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=59552543",NA,"credit_card","Credit card refinancing","606xx","IL",30.91,1,"May-1995",0,8,NA,10,0,22217,56.1,31,"w",6321.32,6321.32,895.59,895.59,678.68,216.91,0,0,0,"Jan-2016",225.84,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,93697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39600,NA,NA,NA
50536006,53915756,14000,14000,14000," 60 months",18.55,359.72,NA,"n/a","MORTGAGE",3e+05,"Source Verified","Jun-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=50536006",NA,"debt_consolidation","Debt consolidation","480xx","MI",6.38,0,"Sep-2000",2,30,60,18,1,12344,71.8,32,"f",12949.14,12949.14,2503.61,2503.61,1050.86,1452.75,0,0,0,"Jan-2016",359.72,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,321,347344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17500,NA,NA,NA
22272733,24595558,2800,2800,2800," 36 months",10.99,91.66,"Payroll Accountant","10+ years","RENT",36000,"Not Verified","Jul-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=22272733",NA,"debt_consolidation","Debt consolidation","853xx","AZ",24.77,0,"Mar-1999",0,NA,47,13,1,2970,51.2,31,"w",1591.6,1591.6,1558.22,1558.22,1208.4,349.82,0,0,0,"Jan-2016",91.66,"Jan-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,52350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5800,NA,NA,NA
991963,1216397,6000,6000,6000," 36 months",7.9,187.75,"7-Eleven","6 years","RENT",49000,"Not Verified","Oct-2011","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=991963",NA,"wedding","Wedding Loan","339xx","FL",14.91,0,"Jul-2000",0,NA,NA,3,0,830,83,17,"f",0,0,6732.78759404,6732.79,6000,732.79,0,0,0,"Apr-2014",1290.74,NA,"Jan-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58461195,62279929,30000,30000,30000," 60 months",17.86,759.52,"Senior Project Manager","1 year","MORTGAGE",1e+05,"Source Verified","Sep-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=58461195",NA,"debt_consolidation","Debt consolidation","263xx","WV",23.95,0,"Jul-2003",0,40,NA,11,0,15344,73.8,28,"w",28719.7,28719.7,3216.67,3216.67,1280.3,1936.37,0,0,0,"Jan-2016",759.52,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,500238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20800,NA,NA,NA
10537648,12419618,7500,7500,7500," 36 months",13.98,256.26,NA,"n/a","RENT",18455,"Verified","Jan-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=10537648",NA,"debt_consolidation","Debt consolidation","103xx","NY",23.55,0,"Apr-1997",0,NA,NA,6,0,11744,70.7,10,"f",2854.77,2854.77,6149.61,6149.61,4645.23,1504.38,0,0,0,"Jan-2016",256.26,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,11744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16600,NA,NA,NA
34312050,36975318,14000,14000,14000," 60 months",14.31,328.01,"School Counselor","3 years","RENT",45600,"Source Verified","Nov-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=34312050",NA,"debt_consolidation","Debt consolidation","823xx","WY",26.26,0,"Jun-1999",0,26,NA,8,0,10136,31.1,18,"w",11561.76,11561.76,4581.01,4581.01,2438.24,2142.77,0,0,0,"Jan-2016",328.01,"Jan-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,47085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32600,NA,NA,NA
46214221,49321939,12000,12000,12000," 60 months",10.99,260.85,"sales","1 year","MORTGAGE",50000,"Not Verified","Apr-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=46214221",NA,"credit_card","Credit card refinancing","128xx","NY",28.35,0,"Aug-1996",0,79,NA,16,0,19530,76.9,24,"w",10590.6,10590.6,2340.32,2340.32,1409.4,930.92,0,0,0,"Jan-2016",260.85,"Feb-2016","Jan-2016",0,79,1,"INDIVIDUAL",NA,NA,NA,0,55,148530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25400,NA,NA,NA
5685735,7097894,1300,1300,1300," 36 months",18.25,47.17,"Walmart","10+ years","MORTGAGE",34272,"Verified","Jul-2013","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=5685735","  Borrower added on 07/08/13 > Check up on some bills. Hope to pay a bill or two off with this money.<br>","debt_consolidation","Credit Card Pay Off","723xx","AR",31.06,1,"Jan-1991",1,11,25,10,1,2191,46.6,15,"f",311.55,311.55,1366.39,1366.39,988.45,377.94,0,0,0,"Dec-2015",47.17,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,252,56567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4700,NA,NA,NA
8805892,10577942,20000,20000,20000," 60 months",15.1,476.85,"Shipping Manager","10+ years","OWN",144000,"Source Verified","Nov-2013","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=8805892",NA,"debt_consolidation","Debt consolidation","296xx","SC",17.23,0,"Jan-1998",1,NA,NA,14,0,29382,59.7,32,"f",13433.06,13433.06,11919.78,11919.78,6566.94,5352.84,0,0,0,"Dec-2015",476.85,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,255200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49200,NA,NA,NA
10160235,12011825,3500,3500,3500," 36 months",17.57,125.78,"Crew Member","9 years","RENT",37600,"Verified","Jan-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=10160235",NA,"debt_consolidation","Debt Buster II","900xx","CA",24.48,1,"Jul-2003",0,23,NA,9,0,3327,95.1,18,"f",1375.04,1375.04,3018.65,3018.65,2124.96,893.69,0,0,0,"Jan-2016",125.78,"Feb-2016","Jan-2016",0,23,1,"INDIVIDUAL",NA,NA,NA,0,0,95713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,NA
57334256,61036972,5000,5000,5000," 36 months",11.53,164.96,"Personal Trainer","< 1 year","RENT",25000,"Not Verified","Aug-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=57334256",NA,"small_business","Business","142xx","NY",28.95,1,"Oct-1997",0,16,NA,5,0,4133,54.4,19,"w",4404.07,4404.07,821.6,821.6,595.93,225.67,0,0,0,"Jan-2016",164.96,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,20456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7600,NA,NA,NA
61451661,65570455,25000,25000,25000," 60 months",8.18,509.07,"IT Manager","4 years","MORTGAGE",77000,"Not Verified","Oct-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=61451661",NA,"debt_consolidation","Debt consolidation","088xx","NJ",12.34,0,"Sep-1999",0,58,NA,10,0,13630,23.3,22,"w",24320.38,24320.38,1006.78,1006.78,679.62,327.16,0,0,0,"Dec-2015",509.07,"Feb-2016","Jan-2016",0,58,1,"INDIVIDUAL",NA,NA,NA,0,0,298559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58600,NA,NA,NA
13508631,15560933,28000,28000,28000," 60 months",21.18,760.34,"Director","7 years","MORTGAGE",2e+05,"Source Verified","Apr-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=13508631",NA,"debt_consolidation","Debt consolidation","194xx","PA",12.47,4,"Oct-1992",4,21,NA,12,0,15964,58.1,30,"f",21305.03,21305.03,15967.14,15967.14,6694.97,9272.17,0,0,0,"Jan-2016",760.34,"Feb-2016","Jan-2016",0,22,1,"INDIVIDUAL",NA,NA,NA,0,0,300749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27500,NA,NA,NA
30425784,32968962,7000,7000,7000," 36 months",14.49,240.92,"Plant Admin / Weighmaster","6 years","MORTGAGE",30500,"Verified","Oct-2014","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=30425784",NA,"credit_card","Credit card refinancing","936xx","CA",20.19,0,"Dec-2002",0,74,NA,11,0,2520,27.7,24,"w",0,0,7662.95,7662.95,7000,662.95,0,0,0,"Jun-2015",5990.6,NA,"Dec-2015",0,74,1,"INDIVIDUAL",NA,NA,NA,0,0,154349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9100,NA,NA,NA
15940850,18033347,10000,10000,10000," 36 months",12.99,336.9,"Captain (Store Manager)","9 years","MORTGAGE",120000,"Verified","May-2014","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=15940850",NA,"debt_consolidation","Debt consolidation","933xx","CA",8.23,0,"May-2002",0,73,73,10,1,6154,32.1,33,"w",0,0,11469.47,11469.47,10000,1469.47,0,0,0,"Oct-2015",50.03,NA,"Oct-2015",0,73,1,"INDIVIDUAL",NA,NA,NA,0,0,238308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19200,NA,NA,NA
1039627,1269575,25000,25000,25000," 60 months",17.27,624.95,"Los Angeles County Public Works","10+ years","RENT",50400,"Verified","Dec-2011","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1039627",NA,"debt_consolidation","Debt Reliever","900xx","CA",21.07,0,"Feb-2000",0,57,NA,14,0,18260,67.4,24,"f",6329.97,6329.97,30595.25,30595.25,18670.03,11925.22,0,0,0,"Jan-2016",624.95,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
